F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,OUTCOME
18122.6825,18235.25614,18583.03086,19198.85459,20148.32293,21550.91852,23636.12922,26892.14925,32596.97504,45892.62977,6669372.633,18128.03981,18240.64172,18588.50619,19204.48733,20154.18515,21557.10967,23642.79749,26899.49704,32607.90985,45907.98968,6671757.805,0
17153.03297,17259.55529,17588.61793,18171.29305,19070.98133,20398.0185,22371.13378,25452.28459,30971.79102,43683.13177,6490157.972,17156.03719,17262.57775,17591.69686,18174.47741,19074.33603,20401.58768,22375.0639,25456.78991,30977.84167,43692.16356,6492102.652,0
16345.07634,16446.66107,16760.72136,17316.69872,18173.6189,19441.94085,21326.04312,24270.58221,29580.18679,41650.12154,6340169.442,16348.04857,16449.6483,16763.99792,17319.94434,18176.86504,19445.40121,21329.66138,24274.31865,29586.50135,41659.47551,6342142.899,0
16292.07516,16393.2871,16706.07043,17259.96407,18115.60387,19376.08648,21252.06977,24181.19761,29508.4612,41544.26226,6333104.048,16380.50612,16482.26477,16796.70366,17353.38823,18213.68033,19481.08888,21367.02432,24311.98388,29660.21195,41768.36354,6351104.969,0
17400,17500,17800,18400,19300,20700,22700,25600,30100,42300,6410000,19700,19800,20200,20900,21900,23400,25700,29300,35500,50000,6960000,1
4101.298658,4111.42884,4140.751202,4182.115281,4217.434434,4200.639949,4001.954982,5188.913286,6118.795588,7864.821407,3835427.323,4092.886478,4102.862138,4132.014731,4172.980575,4207.625307,4190.074586,3990.185274,5177.599176,6078.288018,7848.672375,3836507.549,0
3788.793219,3798.933193,3829.719549,3875.618412,3924.179092,3947.712785,3885.881228,4987.98921,5984.493185,8393.063271,3878481.31,3777.119753,3787.02881,3817.607827,3863.177436,3911.206416,3934.398862,3874.804601,4981.659746,5947.287998,8367.270556,3879624.741,0
18289.25836,18402.89301,18756.4745,19382.72562,20343.84824,21780.33935,23896.62913,27170.99621,33190.6577,46655.09446,6673111.756,18294.3688,18408.05293,18767.71939,19391.47258,20350.47331,21797.48182,23898.87763,27174.07746,33201.47491,46670.25258,6675408.958,0
19707.18697,19829.58978,20207.6401,20877.1312,21909.01573,23434.04146,25700.3755,29243.44994,35484.99078,49957.70104,6954044.987,15187.65411,15288.80171,15584.24874,16104.44597,16907.56505,18098.46079,19867.81216,22650.99264,21239.93978,29865.22384,3841344.73,1
1461.570846,1474.664811,1505.748657,1556.743855,1633.12572,1750.892508,1922.419856,2194.520597,2644.064171,3755.186988,3674120.789,2370.960896,2364.07519,2423.08171,2497.472513,2633.76653,2809.987565,3075.641476,3541.756573,4121.329788,5856.805898,3849351.039,0
10646.12339,10737.27203,10960.94269,11359.1486,11939.01777,12822.77511,14006.31099,16039.31458,21434.11281,30609.97239,4820854.361,10790.84557,10803.63729,11049.40996,11492.09137,12051.26764,13085.61757,14723.83081,16181.37825,21265.62355,30546.22622,4869124.182,0
19700.89933,19823.33335,20201.2968,20870.75383,21902.59541,23443.78396,25714.0293,29259.57553,35498.79863,50084.8267,6957772.043,19700.89933,19823.33335,20201.2968,20870.75383,21902.59541,23443.78396,25714.0293,29259.57553,35498.79863,50102.98227,6960272.473,0
16375.84388,16477.52719,16791.65914,17347.87407,18207.3643,19473.42053,21357.0972,24298.12941,29643.66082,41742.02657,6347604.646,16372.38286,16474.047,16788.11498,17344.21696,18203.52453,19469.32587,21352.65897,24293.13999,29639.7891,41736.46486,6348470.983,0
19700,19800,20200,20900,21900,23400,25700,29300,35500,50000,6960000,19700,19800,20200,20860.22126,21930.93016,23428.47502,25707.74279,29327.62836,35501.2021,49987.65922,6958393.864,0
19720.06894,19842.74376,20220.93419,20887.27919,21924.60079,23462.87077,25735.13386,29291.1072,35524.08029,50125.45479,6960093.18,19726.59264,19849.39113,20227.77511,20895.10626,21932.23425,23470.92579,25743.38141,29302.25534,35536.68332,50143.96961,6962595.008,0
19829.38206,19950.40208,20325.05464,21005.88651,22060.5201,23630.71029,25860.18781,29420.74835,35642.16848,50149.85737,6964850.921,19835.87359,19956.93912,20331.78455,21012.91067,22068.1017,23639.01786,25869.73773,29432.37394,35656.66538,50168.87135,6967382.429,0
14839.13946,14933.42087,15219.45985,15725.51095,16505.57104,17663.78232,19376.74321,22068.01208,20706.86713,29118.39378,4027826.552,19715.62189,19838.08331,20216.25901,20885.98882,21918.26361,23443.78902,25711.43119,29255.90064,35497.97808,49975.93769,6955429.716,1
14526.70644,14617.22021,14896.69728,15391.57396,16154.48497,17288.19436,18961.65627,21590.60752,20355.33122,28631.07948,4238914.657,19716.76235,19839.22741,20217.39766,20889.43392,21922.87402,23449.82256,25720.66869,29267.19662,35497.24042,49974.88824,6954346.431,1
19709.51268,19831.91361,20209.96018,20879.4473,21911.32485,23436.87318,25706.51361,29250.75176,35484.53447,49957.18913,6951819.331,14531.66232,14622.20332,14901.78193,15396.84666,16160.04128,17294.23061,18968.37172,21598.49234,20300.52858,28554.03551,4243097.486,1
17530.75665,17640.31374,17974.37133,18567.02841,19481.62257,20829.53643,22841.33838,25989.95939,31601.3233,44610.19154,6559070.505,17535.28935,17644.78555,17978.86866,18571.60328,19486.45378,20834.36866,22846.57615,25996.11614,31608.16391,44620.37469,6561095.638,0
3203.957138,3220.623643,3269.576259,3354.380521,3478.225968,3653.629146,3908.695813,4571.21878,5287.194081,7472.210963,3906168.794,3190.245488,3206.850176,3255.372434,3339.54179,3462.528739,3636.178267,3890.213981,4550.582814,5267.019303,7443.702774,3905980.602,0
2014.341505,2027.201632,2065.788695,2134.819587,2241.740606,2407.940038,2760.967582,3063.683583,3566.445694,5072.849965,3784045.808,1973.286623,1985.706218,2023.403014,2091.64193,2196.846232,2358.721187,2707.453659,3004.507747,3502.729577,4979.976361,3778872.948,0
19698.50498,19820.92923,20198.97519,20868.45737,21900.3157,23425.52572,25700.72455,29243.09052,35486.28265,49959.62715,6962452.668,17396.62777,17507.25829,17841.75657,18432.11655,19340.47313,20684.90496,22673.33465,25581.20513,30080.47455,42273.78623,6413254.834,1
19654.25465,19775.75457,20151.55091,20819.32327,21862.22223,23398.37566,25664.29723,29203.07306,35409.7264,49851.64457,6949415.127,19654.25465,19775.75457,20151.55091,20819.32327,21862.22223,23398.37566,25664.29723,29203.07306,35409.7264,49869.43358,6951913.535,0
17086.59837,17192.75697,17521.17926,18101.53515,18996.50246,20321.29468,22288.55291,25360.25851,30853.03632,43520.63029,6480791.468,17092.27753,17198.48456,17527.46362,18107.50497,19002.63481,20327.91419,22295.0698,25367.24136,30862.85454,43534.88989,6483034.539,0
19701.57973,19823.91253,20202.01811,20871.52659,21903.31228,23440.30089,25710.26927,29255.35541,35484.86743,49957.37174,6959218.677,19701.57973,19823.91253,20202.01811,20871.52659,21903.31228,23440.30089,25710.26927,29255.35541,35484.86743,49957.37174,6959218.677,1
19699.99859,19822.38381,20200.47608,20869.99397,21901.83336,23441.4412,25711.66928,29256.80278,35498.55082,50065.43676,6957639.854,19707.25549,19829.71616,20207.94553,20877.67093,21909.85177,23449.36929,25720.04246,29266.38636,35511.09507,50083.95627,6960140.308,0
19708.29691,19830.69903,20208.748,20881.17935,21913.98693,23439.94323,25709.07809,29252.60378,35485.85429,49958.98783,6952975.282,14854.82926,14950.9558,15238.21618,15745.87537,16528.39726,17689.81562,19409.75918,22114.30419,20926.41992,29425.90999,4046483.233,1
19707.20212,19829.60154,20207.65478,20877.14753,21909.02975,23434.06499,25700.3977,29240.92174,35485.11139,49957.91409,6954041.284,15182.07568,15281.89485,15576.33599,16095.32694,16896.64479,18085.02576,19847.43216,22619.1583,21204.71103,29814.34215,3823154.479,1
16207.54471,16308.2149,16619.66966,17170.39149,18021.34902,19274.51386,21140.97278,24053.15985,29364.53892,41333.98758,6317615.578,16387.17997,16488.95961,16803.42168,17360.21054,18220.57698,19489.97342,21373.91656,24318.61757,29670.86788,41786.03831,6352653.67,0
19699.63666,19821.97407,20200.08164,20869.59456,21901.37685,23426.72355,25710.7729,29255.10057,35484.46713,49957.21806,6961435.594,16400.62889,16505.27542,16820.38042,17376.92295,18234.16517,19500.00302,21374.75977,24092.16892,28362.46131,39863.09595,6231460.858,1
1529.106276,1540.05931,1570.613957,1623.311832,1704.158429,1822.271075,1998.862566,2277.437823,2786.237969,3954.527296,3685158.363,1490.543353,1503.238414,1533.474436,1585.737423,1665.396848,1783.963422,1960.174924,2236.212258,2736.628256,3889.206966,3681376.14,0
16256.89567,16357.59625,16672.45344,17220.95522,18068.38936,19321.77199,21182.44047,24085.72727,29381.26939,41371.91132,6322705.139,16347.81034,16449.10018,16762.90905,17315.89506,18168.42295,19429.66763,21300.34636,24218.69113,29537.2783,41601.57033,6341024.367,0
19702.65949,19824.96021,20203.09605,20872.62594,21904.36333,23437.34641,25707.38705,29252.07915,35485.8697,49958.8781,6958124.846,14263.33717,14357.73737,14632.39143,15115.53165,15856.02132,16954.73046,18575.84517,20717.59594,24432.52895,34344.47574,5826654.968,1
14400,14500,14800,15300,16000,17100,18800,20900,24400,34300,5820000,19700,19800,20200,20900,21900,23400,25700,29300,35500,50000,6960000,1
19753.10936,19872.08012,20256.71422,20928.7552,21974.6067,23543.37285,25772.86352,29310.85179,35562.90299,50056.5262,6962679.507,19759.57566,19878.58355,20263.45037,20935.74828,21982.1471,23551.80091,25782.26845,29342.19658,35579.11148,50162.66268,6965205.286,0
15502.12461,15602.24894,15902.05578,16430.99009,17246.07304,18456.81489,20248.93161,23065.58506,22167.0025,31164.3337,3540970.962,19713.43494,19835.88742,20214.07447,20883.80859,21916.07465,23442.91084,25712.3124,29256.5956,35499.15567,49977.59657,6957612.684,1
10688.74992,10754.38901,10957.07493,11315.56232,11867.24322,12712.00556,14206.51175,18671.97648,21235.31442,30505.41393,4867263.135,10662.99073,10728.99473,10932.84477,11293.68978,11857.01778,12719.278,14209.79034,18675.50473,21252.15381,30520.42572,4866335.169,0
19692.88704,19815.23871,20193.02046,20862.25947,21893.7897,23431.61168,25700.4199,29243.28848,35484.48812,50015.17335,6956312.979,19700.16008,19822.68989,20200.47126,20869.94734,21901.85021,23439.39482,25708.94179,29252.956,35497.00253,50033.43863,6958813.391,0
2700.863486,2713.190349,2747.452104,2805.404221,2884.708127,2979.185631,3083.260058,3731.454724,4906.593277,6762.861529,3809015.245,2684.72114,2700.659496,2731.301276,2789.420896,2869.41953,2965.602953,3073.195986,3709.322902,4877.429095,6723.385412,3809796.038,0
1463.17412,1474.871232,1504.109902,1555.62913,1632.29269,1748.268132,1919.112549,2187.941912,2678.179281,3809.707943,3674885.197,1905.239503,1908.952539,1953.008544,2020.650174,2127.631599,2297.407297,2497.657833,2853.018728,3405.767408,4836.61722,3766757.522,0
19737.84851,19848.15469,20230.82665,20895.12337,21940.27322,23491.63421,25849.60207,29321.90903,35531.97677,50124.08782,6960747.16,19727.94974,19852.41113,20229.74181,20900.02773,21936.79429,23472.42741,25744.71739,29302.09974,35540.96296,50136.64233,6962942.196,0
19702.37688,19825.11905,20203.85571,20876.43346,21910.51086,23446.22439,25783.054,29261.28056,35501.23198,50059.32917,6958176.867,19709.61917,19832.73305,20211.28836,20881.75385,21916.87343,23454.46215,25767.65522,29271.07658,35513.72221,50077.3891,6960677.037,0
19790.96428,19873.4602,20283.19061,20962.13942,22026.27462,23559.51861,25825.09757,29328.30199,35560.6781,50147.44874,6962840.826,19772.85859,19881.85667,20263.74826,20951.81804,21990.03332,23528.30019,25798.70075,29331.43454,35571.66177,50163.28712,6965186.547,0
19690.44965,19812.79906,20190.7244,20859.90016,21891.11543,23427.68755,25696.2815,29238.94358,35481.76016,50003.14475,6955874.498,19697.72,19820.12751,20198.17744,20867.58939,21899.17234,23435.54092,25704.84234,29248.69654,35494.28276,50021.47906,6958375,0
19700,19800,20200,20800,21900,23400,25700,29200,35400,49800,6950000,19700,19800,20200,20818.25419,21860.72974,23397.5589,25663.25511,29201.68712,35407.00495,49865.61356,6951781.992,0
1465.11254,1477.579213,1506.964063,1557.730209,1635.659625,1750.964026,1921.439763,2193.009536,2682.34041,3815.642664,3675188.699,1877.583581,1884.909126,1926.932997,1992.933445,2103.86214,2270.615051,2459.655338,2814.904466,3368.825761,4781.585242,3762253.515,0
19653.93855,19774.72865,20151.70789,20822.8317,21863.62234,23398.33027,25664.42921,29203.5198,35408.72226,49850.48086,6949432.709,19653.93855,19774.72865,20151.70789,20822.8317,21863.62234,23398.33027,25664.42921,29203.5198,35408.72226,49868.24883,6951931.062,0
19706.25958,19828.65006,20206.7106,20876.20458,21913.23023,23439.419,25708.86878,29253.34706,35485.35675,49958.36996,6955117.211,19706.25958,19828.65006,20206.7106,20876.20458,21913.23023,23439.419,25708.86878,29253.34706,35485.35675,49958.36996,6955117.211,1
19699.62039,19821.97378,20200.06625,20869.56791,21901.37715,23426.6868,25710.99684,29256.64043,35487.3066,49961.09662,6961441.124,19699.62039,19821.97378,20200.06625,20869.56791,21901.37715,23426.6868,25710.99684,29256.64043,35487.3066,49961.09662,6961441.124,1
1640.292285,1648.964014,1675.903264,1726.216446,1812.071119,1940.030234,2131.348487,2432.05698,2953.854606,4140.715825,3708074.632,1590.88424,1603.685161,1636.26994,1692.225392,1777.649427,1905.049817,2093.674212,2387.654396,2888.386312,4062.717771,3704336.383,0
16346.97663,16448.57672,16762.46146,17318.31913,18175.13294,19443.83319,21327.57793,24272.36553,29582.76657,41655.16815,6340646.795,16345.07939,16446.66381,16760.5051,17316.28244,18172.96368,19441.45853,21324.88515,24269.15801,29580.7214,41652.25017,6341702.69,0
19700.56415,19822.98604,20201.02213,20870.50066,21902.38939,23427.55255,25699.97926,29244.33083,35487.80291,49961.478,6960271.18,15838.39375,15939.98636,16244.28154,16780.38265,17605.62912,18825.974,20631.56681,23194.90188,26800.76219,37669.65395,6079390.517,1
19825.29451,19934.60622,20334.60638,21006.64557,22038.11813,23595.60819,25836.78638,29404.21749,35631.96977,50157.89238,6964886.26,19825.29451,19934.60622,20334.60638,21006.64557,22038.11813,23595.60819,25836.78638,29404.21749,35631.96977,50157.89238,6964886.26,0
15154.56078,15250.73482,15542.80244,16059.11251,16855.49101,18037.85236,19785.66605,22531.68065,21481.42572,30202.46387,3788659.595,15154.56078,15250.73482,15542.80244,16059.11251,16855.49101,18037.85236,19785.66605,22531.68065,21481.42572,30202.46387,3788659.595,1
2684.481528,2696.554786,2732.019763,2792.160157,2873.921316,2974.758367,3098.652535,3736.938889,4864.613414,6720.74038,3811442.759,2669.780872,2683.880579,2716.960895,2777.374476,2859.874689,2962.377383,3089.274013,3713.065402,4837.411507,6685.435505,3812222.9,0
19864.0452,19964.87972,20331.90854,21014.81091,22074.02939,23613.1241,25952.36337,29428.96565,35629.4349,50160.76265,6965271.373,19834.01205,19937.29828,20320.55601,21012.55088,22054.14594,23563.88849,25851.06323,29407.84402,35641.86269,50174.20533,6967347.865,0
19702.39892,19824.78705,20202.8465,20872.33164,21904.1875,23430.61162,25699.80241,29243.69194,35485.187,49958.07997,6958112.448,14307.73482,14400.30059,14675.35271,15160.51025,15904.93377,17010.65955,18643.53034,20779.78821,24286.40683,34137.60504,5826374.873,1
14321.63007,14414.09704,14689.62828,15174.52426,15921.4285,17027.39929,18662.30463,20812.30946,24442.9511,34353.49212,5824374.543,19709.75396,19832.15347,20210.3788,20880.12325,21912.31737,23445.82169,25717.99835,29267.39387,35498.64566,49977.04515,6960637.062,1
1574.44023,1585.551907,1617.409981,1673.726779,1756.387264,1883.452142,2065.912048,2353.630112,2819.07811,3974.357399,3694951.922,2005.978363,2007.10244,2055.814984,2129.259455,2229.787196,2406.091431,2627.850112,2996.538222,3530.354882,5019.148093,3781365.858,0
19698.58721,19820.9628,20199.03823,20868.53393,21900.372,23425.67301,25699.97317,29244.4362,35486.39688,49959.58348,6962443.362,17391.44907,17500.76445,17834.61235,18425.28831,19332.46414,20675.0753,22674.40668,25620.25417,30067.78623,42257.79911,6412175.238,1
14800,14900,15200,15700,16500,17600,19300,22000,20700,29100,4017900,19715.68569,19838.1443,20216.32154,20886.05051,21918.31951,23443.84424,25710.82577,29255.80892,35499.05823,49977.69367,6955407.028,1
19697.10583,19819.47501,20197.37705,20866.64155,21898.14518,23436.82753,25706.03388,29249.48225,35489.68795,50053.08262,6956948.049,19697.10583,19819.47501,20197.37705,20866.64155,21898.14518,23436.82753,25706.03388,29249.48225,35489.68795,50071.55658,6959448.583,0
1403.409926,1418.145816,1445.699291,1491.401801,1574.485416,1689.12576,1861.610133,2103.289905,2578.601152,3687.802159,3671203.182,2394.274298,2352.605187,2422.782645,2459.113374,2596.472566,2793.300945,2997.645609,3431.768804,4152.886627,5831.255883,3845691.481,0
19706.14168,19828.53947,20206.59572,20876.08832,21913.65455,23439.57483,25708.50308,29252.06932,35483.68701,49955.91717,6955152.469,15525.76528,15628.87783,15930.69138,16462.98726,17282.42554,18498.13313,20305.86113,23147.87196,22021.52281,30958.8122,3577791.715,1
1512.567091,1521.228741,1547.886231,1595.526937,1679.040198,1795.076591,1977.036853,2243.607546,2874.679443,3973.173999,3686972.532,1489.393026,1490.991533,1527.292061,1570.326394,1651.581065,1773.768892,1954.391869,2203.420445,2703.61816,3877.812588,3682785.066,0
19700,19800,20200,20900,21900,23400,25700,29200,35500,50000,6960000,19700,19800,20200,20857.43435,21888.62429,23425.18061,25693.45354,29235.16784,35475.60644,49999.88643,6957990.265,0
19699.79656,19822.23823,20200.38885,20869.78734,21901.48337,23441.27321,25711.60048,29257.04128,35495.67071,50086.18998,6957584.793,19707.06473,19829.56025,20207.84616,20877.4823,21909.54648,23448.94925,25719.9442,29266.6103,35508.34651,50104.74589,6960085.373,0
11624.41525,11647.10488,11786.2709,12008.33765,12401.17135,13202.03819,14928.05018,17031.22896,21859.63473,31318.84529,4887838.937,11622.26932,11644.25956,11782.4219,12004.36909,12394.17998,13216.93836,14939.89254,17030.77884,21865.9484,31328.63883,4889521.406,0
18255.07244,18368.47049,18723.41481,19349.94233,20310.64108,21725.93019,23925.09175,27196.56546,33134.61551,46564.14319,6665823.299,18290.76487,18404.37915,18757.57118,19381.40784,20337.63055,21845.72344,23869.60274,27151.75206,33185.08617,46646.65124,6674913.177,0
18288.71154,18402.34183,18755.87257,19382.88942,20343.01987,21784.31017,23890.20361,27168.8713,33189.68134,46653.95459,6673058.942,18292.21408,18405.89943,18767.2454,19387.37303,20350.41204,21791.16342,23897.6992,27173.19775,33199.63697,46667.9463,6674989.98,0
16379.03519,16480.74278,16794.94808,17351.29765,18211.00179,19477.39426,21361.56413,24303.44234,29648.57938,41751.34928,6348572.117,16375.52003,16477.20778,16791.35072,17347.59124,18207.12754,19473.28585,21357.13755,24298.52902,29644.7504,41745.85257,6349441.961,0
16428.80144,16530.58577,16845.61269,17401.54122,18258.96785,19526.50747,21407.60526,24341.04006,29676.93192,41802.64797,6354234.958,16432.37667,16534.21802,16849.56293,17405.19672,18262.91823,19530.80933,21412.6813,24347.46924,29685.98417,41815.78268,6356402.621,0
18254.04736,18367.44068,18721.43424,19343.38042,20304.79265,21722.82959,23915.68642,27193.11063,33131.11168,46559.32027,6665717.534,18289.77259,18403.38164,18756.09945,19379.57946,20336.17194,21849.45955,23864.27451,27149.83982,33182.82319,46643.81302,6674811.8,0
19702.9076,19825.42609,20203.4154,20872.85539,21904.692,23440.16824,25709.36268,29253.25238,35487.13958,49960.61784,6957083.432,15042.37826,15135.87165,15425.33302,15936.60487,16724.7307,17893.86544,19623.23851,22333.81532,27072.80807,38051.50406,3185103.852,1
15507.76457,15604.15033,15902.1003,16429.33928,17241.75774,18447.80437,20232.98845,23021.88853,27907.14413,39226.75179,3185647.278,19712.86727,19835.1375,20213.51057,20883.32397,21915.3031,23448.77617,25719.00807,29264.66595,35498.1057,49976.33494,6958671.626,1
19702.37325,19824.79615,20202.82844,20872.30253,21904.19704,23431.6507,25699.86926,29241.93476,35486.2169,49959.52548,6958119.112,14905.54461,15002.60574,15289.38129,15794.68886,16572.15766,17716.77076,19416.58587,21742.61285,25556.07393,35920.15615,5945799.406,1
16259.47669,16360.55668,16673.18161,17226.37314,18079.11197,19341.65509,21217.14372,24148.35468,29438.08204,41443.15531,6324956.136,16353.54238,16455.21194,16769.42072,17325.73766,18183.28754,19453.05996,21338.86083,24287.433,29599.734,41681.65888,6344058.797,0
2704.947931,2714.085712,2740.868272,2782.685466,2832.077376,2869.005429,2844.851072,3563.458124,4845.803071,6762.228191,3751503.804,2658.906568,2668.065987,2694.983562,2737.281449,2788.115977,2828.809877,2816.816508,3518.640175,4764.214951,6655.461173,3752682.297,0
4388.296017,4398.834917,4432.370798,4479.588418,4520.424354,4512.578461,4314.57251,5571.033119,6308.731797,8106.350772,3880882.478,4381.052153,4391.498928,4424.844853,4471.688035,4511.830768,4503.00542,4303.693475,5569.76671,6270.513231,8091.949643,3881992.053,0
