F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,OUTCOME
17423.1142,17534.32404,17868.74984,18459.36429,19368.44972,20711.7566,22698.24479,25594.45902,30064.37449,42247.8919,6411010.288,19705.79108,19828.26009,20206.44535,20876.17161,21908.40683,23434.15454,25720.40369,29269.53083,35499.04007,49977.49531,6964972.385,1
10738.29987,10804.14789,11008.05728,11410.27359,12012.87653,12965.70587,14669.77135,16094.1153,21529.78714,30736.37058,4825362.434,10743.90845,10781.0851,11015.49171,11421.15077,12028.3299,12992.98555,14724.19512,16106.66574,21536.73265,30744.80613,4827039.301,0
19705.31288,19827.61358,20205.75092,20875.28268,21907.03865,23432.3043,25699.63035,29242.88446,35485.24164,49958.03126,6956184.635,15915.72473,16018.41008,16325.87956,16869.49371,17705.09059,18947.44328,20781.34188,23663.38612,22782.50121,32025.5487,3262287.607,1
14850.10345,14946.23688,15233.33743,15740.82744,16523.06677,17683.95805,19403.26763,22106.67703,20905.39575,29398.57187,4041945.052,19715.5573,19838.02105,20216.19496,20885.92389,21918.20119,23443.72133,25710.73126,29255.33747,35497.4475,49975.23608,6955440.097,1
3366.657404,3376.288437,3403.926526,3444.752506,3485.665948,3493.437132,3500.270205,4519.091478,6026.949988,7804.127232,3801540.069,3341.784579,3351.375916,3378.928632,3419.69025,3460.748812,3469.372041,3483.904147,4491.383174,5984.47533,7747.43014,3802640.452,0
15486.12709,15584.45607,15882.93684,16410.01907,17223.02065,18430.66011,20215.20191,23018.70139,22210.435,31226.15786,3531150.977,19713.4932,19835.9437,20214.13148,20883.86532,21916.1279,23442.64815,25712.20412,29256.8211,35497.68066,49975.6475,6957585.339,1
19706.15291,19828.54821,20206.60628,20876.10011,21913.13217,23439.49815,25709.29729,29254.3927,35484.93463,49957.66575,6955153.428,15518.39987,15620.21675,15921.01696,16451.91085,17269.08274,18483.0642,20283.35146,23113.40266,21671.23712,30470.68318,3560918.922,1
19707.19476,19829.58984,20207.64434,20877.13534,21909.00898,23434.04379,25700.35527,29240.8929,35485.08282,49957.89537,6954034.572,15172.2606,15270.43211,15563.76633,16081.61473,16880.66899,18066.32911,19821.69423,22581.44287,21542.69122,30288.68401,3805671.756,1
1630.522928,1638.8745,1664.196057,1707.289085,1770.463742,1882.460906,2062.920708,2345.472952,2956.738567,4066.891867,3687185.228,1563.038217,1571.755608,1603.382913,1652.673908,1741.952572,1868.404202,2052.750819,2333.253699,2841.96093,4041.618637,3688442.433,0
14969.70054,15068.03439,15356.03664,15863.1823,16640.66326,17793.58032,19496.60245,21788.27942,25534.4721,35895.96218,5944789.678,19708.59616,19831.09564,20209.24489,20878.96021,21911.25199,23436.88625,25713.12805,29258.2382,35499.32692,49978.01155,6961725.117,1
16341.85068,16443.08601,16755.78765,17309.33143,18161.99212,19423.24311,21293.35912,24211.67143,29525.04337,41584.11922,6338491.299,16339.7653,16441.00606,16753.72602,17307.30976,18160.06824,19421.53347,21292.13155,24211.47101,29525.72752,41584.87516,6339736.483,0
1667.322762,1675.854064,1725.455352,1767.119997,1858.054188,1936.509904,2074.394265,2467.17274,3144.869506,4367.539912,3695941.342,1624.143136,1632.973058,1667.459895,1712.339372,1810.619684,1898.761763,2079.755102,2397.836998,3022.246754,4263.550291,3696818.205,0
19651.58634,19773.60814,20152.00673,20821.57608,21865.08711,23397.24811,25663.02933,29201.69356,35408.29154,49849.88332,6949385.038,19658.80654,19780.87079,20159.39864,20829.24984,21872.22688,23405.51867,25672.04918,29211.91024,35420.95139,49867.72698,6951883.517,0
19549.62939,19671.09492,20046.34542,20710.83847,21751.05341,23266.19324,25519.54951,29038.66077,35228.0702,49596.15343,6931298.69,19556.7193,19678.23071,20053.61472,20718.34761,21757.86853,23273.48895,25527.60284,29047.88679,35240.49466,49613.63593,6933775.074,0
15887.14637,15992.52705,16301.13897,16845.34601,17683.86659,18928.46249,20767.37297,23671.92956,22743.22026,31973.7106,3289623.107,19712.04383,19834.49343,20212.67709,20882.40423,21914.65477,23447.99408,25718.53821,29264.87534,35499.73756,49978.25402,6958725.713,1
19674.30174,19796.53763,20174.06977,20842.68392,21873.10947,23424.39862,25691.94571,29232.46851,35450.37563,49908.87361,6953016.689,19674.30174,19796.53763,20174.06977,20842.68392,21873.10947,23424.39862,25691.94571,29232.46851,35450.37563,49926.48162,6955516.955,0
18335.86937,18449.73543,18802.03518,19428.23701,20386.40345,21890.65564,23923.71724,27214.46097,33253.86973,46751.2362,6681992.366,18340.80599,18454.75133,18808.40584,19435.26892,20392.2189,21907.44483,23927.5932,27221.49936,33264.73381,46766.74798,6684294.793,0
19703.88191,19826.40998,20204.88737,20873.82255,21904.68667,23439.58759,25699.66671,29252.58996,35487.08636,49960.58617,6956597.837,15700,15800,16100,16700,17500,18700,20500,23400,28300,39800,3186500,1
19710.23037,19832.64028,20210.7675,20880.42443,21912.59425,23457.56179,25729.13344,29276.59648,35514.94466,50140.38848,6959300.851,19710.23037,19832.64028,20210.7675,20880.42443,21912.59425,23457.56179,25729.13344,29276.59648,35514.94466,50159.01571,6961802.046,0
12973.81726,13039.98288,13187.581,13450.02551,13846.97131,14311.69656,14971.91771,18040.54437,22310.1578,32002.73485,4963925.139,12980.01523,13045.3404,13192.38844,13455.15265,13850.87331,14314.88253,14979.82941,18052.16366,22310.73031,32012.8938,4965621.249,0
16379.49934,16481.21024,16795.42671,17351.79646,18211.53101,19477.97418,21362.21583,24304.21861,29649.38635,41752.80529,6348713.046,16375.97683,16477.66851,16791.82271,17348.08369,18207.65251,19473.86324,21357.79177,24299.31654,29645.55676,41747.31012,6349583.414,0
19038.91798,19148.49548,19499.85537,20135.72388,21104.01601,22556.57129,24630.2504,28075.57866,34093.84621,48091.85853,6794688.185,19053.9731,19162.27101,19514.06378,20149.92571,21116.79999,22569.12575,24638.7415,28087.19227,34104.86209,48107.38261,6797066.619,0
19713.75228,19837.03303,20216.25215,20885.81847,21918.85357,23461.44267,25733.59522,29281.90074,35518.95497,50127.53619,6959783.028,19721.30353,19844.06297,20222.92261,20892.98629,21926.55407,23468.78048,25741.77831,29291.31551,35531.62542,50146.05729,6962284.787,0
19690.83677,19813.1236,20190.99772,20860.15933,21891.31582,23427.59085,25696.19242,29238.88209,35477.72166,50010.40833,6955872.101,19698.12547,19820.45797,20198.46642,20867.86319,21899.3841,23435.67302,25704.75962,29248.6412,35490.38723,50028.95659,6958372.76,0
17487.08213,17595.7304,17932.0052,18526.12836,19442.30253,20798.12356,22811.75444,25956.86362,31496.63944,44466.62891,6550707.146,17491.53064,17600.19012,17937.62934,18530.86547,19447.27834,20803.41898,22817.82352,25963.89104,31506.8452,44481.3381,6552984.855,0
17701.55983,17812.25547,18149.78137,18748.83563,19677.45315,21047.74109,23085.35191,26267.81118,31896.81254,45044.67729,6591331.337,17706.25021,17816.91105,18154.46166,18753.25906,19682.03202,21052.60172,23090.57,26273.59791,31904.0306,45055.4186,6593394.339,0
1491.036774,1499.584478,1525.88812,1573.217361,1656.887519,1768.449975,1951.911148,2214.416733,2834.607487,3933.011867,3682228.831,1488.547709,1492.443378,1528.850218,1571.685187,1648.259175,1782.882884,1956.692157,2207.930707,2708.971976,3881.237886,3683105.382,0
19652.05818,19774.03058,20151.88218,20819.93294,21862.55557,23397.55419,25663.2957,29201.83607,35407.49543,49848.75619,6949337.719,19659.25919,19781.27274,20159.31689,20827.61538,21869.70107,23405.83335,25672.30982,29212.02007,35420.10731,49866.53751,6951836.134,0
16308.46389,16409.83875,16723.2964,17278.13952,18133.33021,19399.15634,21279.84174,24219.06468,29519.98125,41562.56893,6333737.394,16350.4897,16452.12555,16766.30972,17322.43098,18179.62369,19448.766,21333.68719,24280.19652,29592.71119,41669.52174,6343006.877,0
16441.97858,16544.14773,16859.82641,17418.81378,18280.35925,19555.80768,21449.39696,24408.52866,29742.96734,41887.5522,6357591.544,16444.49733,16546.68642,16862.46505,17421.55111,18283.27253,19559.04468,21452.99432,24412.73125,29749.3208,41897.06368,6359577.542,0
19708.67477,19831.1851,20209.55967,20879.35167,21911.54584,23458.48595,25729.90927,29276.8311,35523.32572,50150.73506,6959296.434,19708.67477,19831.1851,20209.55967,20879.35167,21911.54584,23458.48595,25729.90927,29276.8311,35523.32572,50169.25557,6961797.678,0
1958.690134,1969.698555,2039.308087,2096.849269,2182.945034,2357.458709,2637.169677,2933.518153,3638.521613,5114.390567,3778997.726,1904.390734,1916.837784,1956.995707,2026.925561,2140.221602,2332.563494,2611.100391,2903.762297,3504.793191,4947.81582,3774993.411,0
19719.30244,19841.77589,20220.07521,20895.09334,21932.25195,23475.87993,25748.00711,29295.90507,35532.75863,50211.8972,6960972.953,19726.62421,19849.19181,20227.56882,20902.59232,21940.22667,23484.20715,25757.10486,29306.19669,35545.39723,50231.15607,6963476.333,0
19700.54938,19822.90946,20200.99588,20870.49492,21902.31762,23427.59396,25699.91297,29244.35149,35486.25896,49959.39742,6960258.847,15626.42466,15727.49636,16028.17912,16558.09086,17373.15121,18571.99651,20356.49395,22839.2417,26861.29788,37752.77503,6079304.81,1
19684.84308,19807.15644,20184.85121,20853.8368,21884.78185,23418.87545,25686.40718,29228.47966,35468.99899,49942.65711,6954861.682,19692.11885,19814.61242,20192.30515,20861.53106,21892.84521,23426.75574,25695.63521,29239.02206,35481.58502,49960.65124,6957362.293,0
12261.10375,12327.52824,12478.56311,12754.15046,13186.17892,13778.51202,14945.59705,17895.59553,21261.73879,30566.37172,5115444.398,12259.82162,12326.76989,12477.50351,12752.02186,13183.92486,13776.29199,14954.05879,17906.06852,21268.89397,30575.37272,5117187.391,0
19749.74064,19868.63598,20256.59014,20930.50044,21977.78529,23520.67899,25767.29425,29311.28687,35558.91479,50050.08328,6962671.78,19756.41099,19875.23537,20263.42369,20937.56467,21985.39011,23529.19076,25776.72666,29321.90682,35572.66123,50068.31203,6965197.81,0
19705.10949,19827.5035,20205.56423,20875.05854,21906.93249,23432.04119,25700.06159,29244.11292,35484.24268,49956.64401,6956208.329,15890.36795,15995.73859,16304.52835,16848.8788,17687.58824,18932.38092,20772.70362,23678.46716,22730.60542,31955.81985,3293626.756,1
19791.50594,19899.9829,20284.3059,20972.10158,22014.81648,23525.96348,25807.24891,29369.30325,35607.4855,50177.86586,6964417.667,19794.35737,19905.59499,20291.51058,20979.63477,22021.04223,23536.15822,25815.37315,29381.69464,35621.34737,50196.70592,6966923.695,0
18282.6408,18396.21832,18747.07734,19368.3702,20325.98246,21819.21322,23867.19282,27212.91891,33167.08267,46620.56058,6672163.568,18285.98791,18399.58974,18750.5242,19371.95471,20329.75787,21826.64125,23874.22388,27224.3371,33174.88611,46630.99307,6674092.75,0
18632.9088,18748.73634,19103.85639,19737.76896,20716.404,22178.42716,24304.92472,27755.22067,33746.13828,47529.31913,6746435.392,18640.4425,18756.10886,19111.08578,19744.32362,20722.79853,22191.25048,24312.33498,27764.43708,33756.93012,47544.65795,6748781.683,0
4567.314763,4589.839992,4658.402104,4776.372164,4946.309769,5190.976947,5517.745036,6534.701874,8395.037495,11508.9142,4201926.311,4554.357544,4576.991691,4645.589421,4763.816471,4934.428574,5184.389103,5521.087098,6524.354102,8372.571405,11477.33691,4202891.5,0
16351.11932,16452.75667,16766.76226,17322.84035,18179.99729,19449.1841,21333.83905,24279.68853,29588.58921,41666.06911,6341762.576,16349.2857,16450.90816,16764.86739,17320.85837,18177.88063,19446.84274,21331.16153,24276.45258,29586.57993,41663.20972,6342822.882,0
2245.213845,2254.897209,2283.071386,2331.544796,2406.276392,2611.532393,2927.55608,3315.964657,3888.326543,5448.370739,3770357.188,2231.304484,2241.003693,2268.682925,2316.406338,2390.234166,2594.0352,2908.369781,3293.441613,3863.912341,5419.936036,3770096.738,0
19698.71428,19821.05469,20199.16458,20868.67741,21900.45903,23425.81278,25700.43308,29245.04798,35484.60292,49957.3621,6962465.501,17265.68461,17376.01571,17707.77602,18293.63388,19196.36517,20528.55318,22505.51096,25409.29639,30128.84775,42349.05719,6412367.221,1
1971.125686,1983.329759,2021.223751,2088.927257,2192.869536,2361.6803,2717.968008,2983.209735,3494.639163,4965.970611,3775373.593,1930.037105,1941.969039,1979.192997,2045.317441,2147.302708,2312.288919,2664.83094,2923.783215,3430.759674,4872.875446,3770179.619,0
1754.697406,1762.569997,1786.145637,1824.542719,1876.760817,1950.966327,2137.770659,2483.744642,3181.044397,4314.795044,3693244.745,1678.374511,1686.754659,1711.60397,1753.033197,1816.518762,1932.161495,2127.425399,2406.090843,3041.080251,4172.205937,3694495.119,0
14554.6443,14651.7233,14935.06106,15434.50288,16204.69764,17346.21377,19043.71978,21715.8375,20231.71663,28261.71495,4311594.915,19716.21709,19838.68967,20216.84845,20889.37941,21922.72944,23449.52217,25720.08445,29266.15206,35497.41461,49975.26151,6954394.366,1
19700,19800,20200,20900,21900,23400,25700,29200,35500,50000,6960000,19700,19800,20200,20861.2665,21896.12178,23429.37701,25707.8026,29247.91298,35482.07978,50008.24977,6958379.395,0
19553.97201,19675.46482,20050.80015,20715.44318,21756.6329,23271.90915,25525.54739,29045.00375,35236.26617,49608.04063,6932072.807,19561.06609,19682.60342,20058.0757,20722.95888,21763.49042,23279.21997,25533.56479,29054.09812,35248.60911,49625.40897,6934550.127,0
10798.27856,10855.81459,11058.61546,11441.78816,12014.14533,13003.23164,14515.53067,16259.00848,21561.84423,30791.59424,4831262.459,10817.78021,10827.1863,11051.84761,11451.35717,12031.88301,13020.3817,14544.68865,16260.97538,21568.46032,30800.6357,4832941.017,0
16506.71355,16613.10658,16930.24125,17488.66349,18348.19951,19619.79604,21495.64577,24202.7251,28361.5416,39859.54639,6230185.077,19706.89009,19829.30128,20207.5225,20877.26657,21909.47325,23435.30658,25713.13885,29258.37066,35497.85517,49975.7358,6963876.303,1
19552.2652,19673.64708,20049.24191,20732.93967,21762.18358,23276.81041,25529.1128,29047.01258,35234.63817,49605.54386,6931750.879,19559.38424,19680.81392,20056.54545,20739.51145,21769.87447,23285.01036,25538.09527,29056.15786,35247.02882,49622.98829,6934238.945,0
19718.54073,19840.86725,20222.70466,20893.08296,21922.41701,23470.30558,25743.17922,29292.54841,35586.19852,50191.52313,6960984.061,19725.83547,19848.17566,20230.12893,20900.76613,21930.4956,23478.64723,25752.33473,29302.96089,35603.41401,50209.44345,6963486.875,0
17399.39123,17508.7595,17842.41537,18432.74775,19343.48238,20687.78644,22683.7603,25630.30889,30111.00391,42322.21231,6411836.339,19705.59138,19828.05955,20206.2435,20875.97084,21908.20954,23433.97439,25726.10333,29269.12291,35499.35184,49978.10802,6964957.554,1
17782.10302,17890.60785,18223.60204,18813.22847,19720.47195,21058.42082,23040.4144,26218.80745,31859.161,44990.80124,6587250.191,17792.1927,17900.60741,18233.60234,18823.10075,19729.88565,21067.03735,23047.4093,26226.19283,31867.42631,45003.0418,6589421.147,0
19860.50066,19972.95102,20357.69254,21074.01744,22057.71977,23604.70312,25856.40862,29386.13107,35611.34082,50155.05291,6964848.405,19849.85237,19967.54688,20347.86592,21046.3616,22063.31559,23607.47989,25862.68495,29396.19718,35624.44525,50173.44929,6967354.604,0
19702.88191,19825.40998,20203.38737,20872.82255,21904.68667,23440.08759,25709.06667,29252.58996,35487.08636,49960.58617,6956997.837,15840.17359,16142.45481,16677.74283,17502.8274,18727.01947,20541.26667,23375.2103,28335.79195,39842.80707,3186492.3,5165428,1
1505.599112,1518.532444,1549.474925,1601.562839,1682.633184,1801.56743,1979.023093,2256.780098,2718.951442,3860.225613,3680077.837,1954.055537,1959.978142,2006.004788,2072.78715,2184.549797,2356.096557,2561.399265,2921.725193,3449.987498,4899.711507,3771740.533,0
17787.41811,17895.74966,18228.87675,18818.4576,19725.26491,21062.75592,23043.49213,26221.84112,31860.91288,44994.14296,6587579.502,17797.50989,17905.73769,18238.86122,18828.3191,19734.66915,21071.34024,23050.48144,26229.22007,31869.1873,45006.39152,6589751.415,0
17515.55539,17627.1697,17963.86351,18558.18315,19474.38587,20826.73666,22832.35304,25779.89332,30212.44316,42460.73177,6412603.173,19705.86819,19828.33416,20206.51449,20876.24355,21908.49471,23434.25636,25721.70702,29269.57601,35500.9067,49979.93006,6964974.932,1
10678.49442,10751.82041,10983.19497,11368.9793,11954.46613,12864.33123,14090.46008,16099.47553,21499.8596,30687.07014,4818798.279,10667.03398,10757.87841,10981.73094,11360.1296,11934.09052,12853.60158,14129.43969,16076.0942,21508.73355,30689.70611,4820473.209,0
19692.55993,19814.92101,20192.70198,20861.9391,21893.42566,23431.05793,25699.85377,29242.71162,35482.76365,50009.86642,6956250.321,19699.88974,19822.33666,20200.1731,20869.64521,21901.50403,23438.84001,25708.37942,29252.39233,35495.32847,50028.09666,6958750.874,0
17137.52534,17243.76545,17568.15946,18142.09211,19027.67333,20353.77514,22324.95286,25443.48549,30924.21625,43615.06214,6484868.427,17147.41599,17253.76876,17578.06515,18151.81871,19037.17695,20358.47476,22330.31537,25449.99179,30931.62335,43626.06687,6486956.204,0
16181.71584,16282.28825,16593.56106,17143.82694,17992.20779,19248.42268,21114.1346,24029.47964,29302.57538,41245.66155,6310489.55,16361.26434,16462.96625,16777.23141,17333.68872,18191.44769,19461.58555,21347.88411,24296.83585,29610.47429,41699.91853,6345702.586,0
2772.73321,2773.014524,2841.130922,2866.099969,2954.0044,3052.950552,3242.867447,3888.375,4656.776528,6575.562392,3843562.841,2771.951353,2773.243937,2833.767464,2864.852559,2952.584703,3057.826925,3239.22418,3895.161047,4660.189883,6481.845303,3844347.37,0
18282.07294,18395.64477,18746.48395,19367.73625,20325.28614,21814.71581,23895.98438,27225.98423,33165.59134,46618.83857,6672070.656,18285.40307,18398.99878,18749.91385,19371.30473,20329.05113,21821.61127,23903.48224,27237.47383,33173.39238,46629.26858,6673999.64,0
19700,19800,20200,20900,21900,23400,25800,29300,35500,50000,6960000,19700,19800,20200,20862.13318,21898.1676,23430.3081,25782.19875,29321.15899,35484.44188,50007.37524,6958386.728,0
15000,15100,15400,15900,16700,17800,19500,21900,25500,35900,5944900,19708.88581,19831.31266,20209.51808,20879.25313,21911.47726,23437.2369,25713.31225,29258.47949,35499.70179,49978.59719,6961722.861,1
19700,19800,20200,20800,21900,23400,25700,29200,35400,49800,6950000,19700,19800,20200,20818.56917,21861.93379,23397.42545,25663.23611,29201.87606,35407.04813,49865.90798,6951788.212,0
16525.38461,16628.01791,16945.11013,17506.57898,18371.89398,19652.7844,21554.41529,24525.22705,29882.87349,42091.54214,6372539.748,16528.65016,16631.29557,16948.4443,17509.9639,18375.35515,19656.36072,21558.04917,24528.96393,29889.35861,42101.30732,6374536.854,0
13001.64533,13048.67084,13211.34007,13483.22026,13862.31353,14350.13596,14927.82385,17967.24722,22231.08641,31893.13329,4985675.997,13008.83658,13054.98563,13218.05324,13489.50555,13867.29282,14353.80821,14930.39893,17988.45385,22234.96003,31902.95624,4987378.112,0
18068.63602,18180.84837,18527.50272,19141.33511,20087.29491,21485.46775,23563.83162,26808.65637,32488.52274,45699.0802,6656640.621,18073.6577,18185.90232,18532.65634,19146.67255,20092.89882,21491.48321,23570.46447,26816.2525,32500.48219,45715.06995,6658984.54,0
19599.7849,19721.56401,20097.7383,20763.86344,21804.3325,23322.70332,25580.76008,29107.60674,35322.80523,49730.0481,6940167.61,19607.01301,19728.8392,20105.14887,20771.5154,21811.48458,23330.36486,25589.17751,29117.19398,35335.27168,49747.56673,6942658.841,0
1673.732381,1675.142033,1707.437279,1771.235367,1860.949204,2004.391471,2203.722657,2498.310846,2982.647559,4229.418366,3702098.827,1673.732381,1675.142033,1707.437279,1771.235367,1860.949204,2004.391471,2203.722657,2498.310846,2982.647559,4229.418366,3702098.827,0
19688.10798,19810.43112,20188.3095,20857.42277,21888.64049,23425.18169,25693.45476,29235.16852,35475.90915,49981.74521,6955495.796,19688.10798,19810.43112,20188.3095,20857.42277,21888.64049,23425.18169,25693.45476,29235.16852,35475.90915,49999.93781,6957996.037,0
1911.36449,1922.131124,1992.892792,2049.110057,2133.249398,2328.274979,2588.470508,2851.607407,3555.646729,4997.459324,3770397.773,1866.506304,1877.607608,1911.695619,1983.230804,2091.473587,2302.338385,2564.986334,2820.569323,3432.322557,4833.622344,3766376.192,0
19708.26271,19830.66692,20208.71418,20880.61736,21913.36885,23439.22736,25708.20174,29251.44381,35485.67367,49958.82925,6952978.68,14862.21242,14959.9313,15248.17209,15757.14202,16541.74756,17705.65842,19432.05689,22148.07549,20801.67656,29251.76646,4066171.553,1
3005.140842,3020.108341,3064.796563,3141.360881,3251.963579,3406.971808,3638.980762,4343.570188,4943.699839,6963.479566,3860704.195,2991.269422,3006.214157,3050.440475,3126.399329,3236.113469,3389.375901,3620.394403,4322.791571,4923.986048,6936.329021,3860472.527,0
19700.70972,19823.11625,20201.31805,20870.92459,21903.92805,23443.07145,25713.30076,29263.01328,35501.11867,50058.50638,6957883.13,19707.98182,19830.47491,20208.77546,20878.58089,21911.34332,23450.80637,25721.69401,29273.96743,35513.70273,50076.68004,6960383.638,0
19700.51736,19822.91656,20200.8095,20870.23581,21902.1225,23442.44016,25712.85634,29258.52328,35496.07214,50083.76953,6957708.748,19700.51736,19822.91656,20200.8095,20870.23581,21902.1225,23442.44016,25712.85634,29258.52328,35496.07214,50102.02422,6960209.273,0
19706.32634,19828.71354,20206.77637,20876.27102,21913.56041,23439.60176,25708.76078,29252.73283,35484.13285,49956.50924,6955085.497,15470.64362,15566.94324,15864.2784,16390.44052,17200.67462,18405.2226,20184.46619,22972.70179,22088.41582,31054.33468,3527035.84,1
1442.411352,1448.761309,1497.536985,1532.908113,1609.146667,1737.429734,1909.505048,2154.347509,2709.860069,3781.314903,3676806.048,1952.70394,1913.020214,2006.549197,2021.080586,2154.752711,2290.024694,2436.302393,2778.83904,3425.430213,4763.554645,3763818.893,0
19705.09076,19827.48291,20205.54488,20875.03919,21906.91086,23432.02265,25699.63802,29243.70222,35485.35479,49958.21191,6956200.936,15898.23783,16002.36488,16310.53437,16854.4827,17691.41811,18934.66191,20769.71418,23663.08708,22480.13909,31599.53404,3275430.126,1
15513.86866,15615.63618,15916.34319,16447.09747,17263.86991,18477.52547,20277.1765,23106.17173,21684.66863,30486.75616,3556953.489,19713.4149,19835.87051,20214.05565,20883.78944,21916.05867,23442.35559,25711.93774,29256.61856,35499.5133,49978.15868,6957617.976,1
17797.50989,17905.73769,18238.86122,18828.3191,19734.66915,21071.34024,23050.48144,26229.22007,31869.1873,45006.39152,6589751.415,17797.50989,17905.73769,18238.86122,18828.3191,19734.66915,21071.34024,23050.48144,26229.22007,31869.1873,45006.39152,6589751.415,0
19699.6576,19822.07808,20200.20174,20869.59727,21901.34561,23441.04495,25711.21406,29256.38431,35496.22253,50082.11939,6957556.245,19706.9374,19829.39958,20207.6602,20877.29213,21909.40129,23448.9601,25719.57385,29265.96104,35508.84053,50100.61591,6960056.755,0
18215.79679,18328.96111,18689.07621,19313.60319,20283.16504,21727.33977,23913.32987,27240.75439,33075.61427,46471.90712,6658224.152,18282.47904,18396.05931,18748.17047,19370.80823,20327.33863,21858.18726,23850.69596,27138.81544,33172.91287,46632.11292,6674284.328,0
16600,16700,17000,17600,18500,19700,21600,24400,28300,39800,6230000,19700,19800,20200,20900,21900,23400,25700,29300,35500,50000,6960000,1
18912.98319,19032.22026,19368.91298,20002.96364,20986.01693,22436.6589,24525.23451,27986.16785,33983.27695,47911.5671,6779041.755,18928.28961,19046.48552,19382.357,20017.68458,20999.33427,22449.35698,24531.97286,27997.63065,33994.21852,47927.12004,6781407.356,0
2018.86965,2029.117298,2060.68552,2114.618467,2193.871253,2329.255835,2671.118336,2983.72474,3612.628196,5004.004178,3776869.523,1917.892194,1929.736119,1966.7053,2033.092381,2134.99016,2294.376557,2634.601396,2934.8882,3454.744824,4910.876795,3773265.248,0
16503.65055,16606.05395,16922.20484,17481.47424,18343.63363,19618.27603,21510.45651,24461.39729,29815.6722,42004.67935,6369047.364,16507.17068,16610.05118,16925.92886,17485.13877,18347.52958,19622.61827,21515.55705,24467.83444,29824.83092,42017.98172,6371223.921,0
19709.21603,19831.69501,20210.00345,20879.81429,21911.93684,23457.3667,25729.13289,29276.7724,35514.97715,50155.30498,6959099.718,19716.52814,19839.0694,20217.49684,20887.54874,21920.03205,23464.7409,25737.32627,29286.22349,35527.5324,50173.72006,6961600.751,0
15100,15200,15500,16000,16800,18000,19800,22500,21300,29900,3780000,19700,19800,20200,20900,21900,23500,25700,29300,35500,50000,6960000,1
19736.64186,19857.27004,20235.69087,20908.08413,21941.94202,23483.99598,25766.50195,29309.60285,35548.24268,50163.48277,6962263.284,19740.38898,19864.16425,20242.84801,20915.30413,21951.14982,23477.82135,25767.15038,29319.99091,35550.9479,50181.94807,6964766.74,0
15507.76457,15604.15033,15902.1003,16429.33928,17241.75774,18447.80437,20232.98845,23021.88853,27907.14413,39226.75179,3185647.278,19709.80303,19832.26019,20210.43894,20880.16218,21912.42049,23450.48591,25720.28945,29265.01482,35498.3687,49976.3809,6960626.524,1
17703.30444,17813.96883,18151.52265,18750.70657,19679.40703,21049.83778,23087.56923,26270.3335,31897.6211,45046.94391,6591661.869,17708.00459,17818.61871,18156.20092,18755.12365,19683.99458,21054.70364,23092.78798,26276.11162,31904.85511,45057.70795,6593725.659,0
16350.57962,16452.21226,16766.20396,17322.25361,18179.37074,19448.4781,21333.03291,24278.76232,29587.75148,41664.55121,6341621.564,16348.73759,16450.35502,16764.29929,17320.2632,18177.24554,19446.14422,21330.35089,24275.529,29585.73786,41661.68636,6342681.31,0
19785.6306,19936.62426,20299.32324,20960.79339,22028.00026,23580.09436,25948.72364,29344.45561,35563.12324,50153.73236,6963067.025,19773.20347,19884.36338,20277.12202,20951.01654,21996.09472,23516.08189,25804.751,29325.41631,35570.56377,50166.44836,6965180.68,0
18043.84255,18155.9475,18502.24594,19115.45889,20060.54615,21457.49836,23534.43177,26779.52255,32471.66332,45714.64267,6657774.816,18051.17551,18163.32712,18509.76202,19123.22176,20068.68984,21466.18909,23543.9608,26788.8199,32482.8055,45730.20454,6660091.315,0
17114.37778,17220.6978,17549.2328,18130.83169,19027.25279,20353.94423,22323.52194,25401.1343,30889.27358,43584.23883,6486343.757,17119.56163,17225.90819,17554.6696,18136.26777,19032.94508,20359.87002,22330.09798,25408.56291,30898.8834,43598.22326,6488590.147,0
19701.94603,19825.015,20204.85571,20916.64672,21910.53267,23451.31217,25803.21131,29271.62459,35518.9539,50053.87618,6958186.623,19709.32036,19832.6213,20212.43311,20924.95473,21918.66232,23459.73865,25813.23531,29282.36053,35532.1974,50072.19104,6960701.77,0
15064.90792,15158.49413,15448.15828,15960.32855,16749.70277,17920.54767,19652.55909,22365.4975,27113.01095,38107.6258,3185525.892,19710.15111,19832.70626,20210.84183,20880.52773,21912.72465,23442.23817,25711.56096,29255.33196,35497.53205,49975.29148,6959540.135,1
19755.97426,19858.3557,20250.27143,20921.13822,21977.68069,23526.49561,25758.00211,29316.88492,35555.14763,50148.36224,6962657.074,19762.57825,19865.87057,20257.19167,20928.34909,21985.31773,23535.06218,25766.67142,29328.29183,35569.36657,50167.25587,6965183.662,0
19700,19800,20200,20800,21900,23400,25700,29200,35500,49900,6950000,19700,19800,20200,20849.97276,21880.72048,23414.06446,25681.38619,29222.67112,35460.62138,49944.77786,6956666.171,0
18675.96896,18795.75279,19138.45779,19758.16323,20724.27502,22157.02552,24274.19647,27752.14472,33690.74971,47460.40344,6742811.916,18689.33025,18810.1639,19151.9328,19771.67161,20737.95108,22169.83078,24281.63777,27762.36926,33701.44512,47475.65102,6745158.662,0
